itunes-1475557994	ROSALÍA & Ozuna	Yo x Ti, Tú x Mí	Latin	2019	["latin"]
itunes-1607918613	ROSALÍA	CHICKEN TERIYAKI	Pop Latino	2022	["pop","latin"]
itunes-1640944481	Romeo Santos & ROSALÍA	El Pañuelo	Latin	2022	["latin"]
itunes-1368816946	J Balvin & ROSALÍA	Brillo	Urbano latino	2018	["latin","hiphop"]
itunes-1663912995	ROSALÍA	LLYLM	Pop Latino	2023	["pop","latin"]
itunes-1676343415	ROSALÍA & Rauw Alejandro	VAMPIROS	Pop Latino	2023	["pop","latin"]
itunes-1368816792	J Balvin & Willy William	Mi Gente	Urbano latino	2017	["latin","hiphop"]
itunes-1542103221	Bad Bunny	YO VISTO ASÍ	Urbano latino	2020	["latin","hiphop"]
itunes-1500491200	J Balvin	Azul	Urbano latino	2020	["latin","hiphop"]
itunes-1440817278	J Balvin	Ay Vamos	Urbano latino	2014	["latin","hiphop"]
itunes-1440834968	J Balvin	Safari (feat. Pharrell Williams, BIA & Sky)	Urbano latino	2016	["latin","hiphop"]
itunes-1445013614	J Balvin & Jowell & Randy	Bonita	Urbano latino	2017	["latin","hiphop"]
itunes-1440862759	J Balvin	6 AM (feat. Farruko)	Urbano latino	2013	["latin","hiphop"]
itunes-1530281837	Ozuna, J Balvin & Chencho Corleone	Una Locura	Urbano latino	2020	["latin","hiphop"]
itunes-1550172228	Chris Jedi, J Balvin & Ozuna	Ahora Dice (feat. Arcángel)	Urbano latino	2017	["latin","hiphop"]
itunes-1500491201	J Balvin	Rojo	Urbano latino	2020	["latin","hiphop"]
itunes-1470146792	J Balvin & Bad Bunny	MOJAITA	Urbano latino	2019	["latin","hiphop"]
itunes-1500491203	J Balvin	Morado	Urbano latino	2020	["latin","hiphop"]
1314701330	Anitta & J Balvin	Downtown	Latin	2017	["latin"]
itunes-1442873482	J Balvin	Ginza	Urbano latino	2016	["latin","hiphop"]
itunes-1440835066	J Balvin	Sigo Extrañándote	Urbano latino	2016	["latin","hiphop"]
itunes-1402711377	Nicky Jam & J Balvin	X (feat. Maluma & Ozuna) [Remix]	Urbano latino	2018	["latin","hiphop"]
itunes-1269286851	Ozuna	Dile Que Tú Me Quieres	Urbano latino	2017	["latin","hiphop"]
itunes-1269286798	Ozuna	Se Preparó	Urbano latino	2017	["latin","hiphop"]
itunes-1470147066	J Balvin, Bad Bunny & Mr Eazi	COMO UN BEBÉ (feat. Mr Eazi)	Urbano latino	2019	["latin","hiphop"]
itunes-1470147061	J Balvin & Bad Bunny	UN PESO (feat. Marciano Cantero)	Urbano latino	2019	["latin","hiphop"]
itunes-1277937653	NATTI NATASHA & Ozuna	Criminal	Urbano latino	2016	["latin","hiphop"]
itunes-1269288097	Ozuna	Si No Te Quiere	Urbano latino	2015	["latin","hiphop"]
itunes-1269286684	Ozuna	Tu Foto	Urbano latino	2017	["latin","hiphop"]
itunes-1269287617	Ozuna	El Farsante	Urbano latino	2017	["latin","hiphop"]
itunes-1336752455	Ozuna, Mambo Kingz & DJ Luian	Solita (feat. Bad Bunny, Wisin & Almighty)	Urbano latino	2018	["latin","hiphop"]
itunes-1269287605	Ozuna	Bebé (feat. Anuel AA)	Urbano latino	2017	["latin","hiphop"]
itunes-1433977214	Ozuna	Única	Urbano latino	2018	["latin","hiphop"]
itunes-1470908606	Ozuna	Te Vas	Latin	2016	["latin"]
itunes-1269287603	Ozuna	Síguelo Bailando	Urbano latino	2017	["latin","hiphop"]
itunes-1433977219	Ozuna	La Modelo (feat. Cardi B)	Urbano latino	2017	["latin","hiphop"]
itunes-1473148905	Tainy, Anuel AA & Ozuna	Adicto	Latin	2018	["latin"]
itunes-1269287618	Ozuna	No Quiere Enamorarse	Urbano latino	2017	["latin","hiphop"]
itunes-1484376867	Lunay, Ozuna & Anuel AA	Aventura	Urbano latino	2019	["latin","hiphop"]
itunes-1269287421	Ozuna	Quiero Repetir (feat. J Balvin)	Urbano latino	2017	["latin","hiphop"]
itunes-1646180883	Ozuna	Hey Mor (feat. Feid)	Urbano latino	2022	["latin","hiphop"]
itunes-1433976958	Ozuna	Vaina Loca (feat. Manuel Turizo)	Urbano latino	2018	["latin","hiphop"]
itunes-1048181443	Maluma	Borró Cassette	Urbano latino	2015	["latin","hiphop"]
itunes-1377817652	Maluma	Felices los 4	Urbano latino	2017	["latin","hiphop"]
itunes-1461912470	Maluma	11 PM	Urbano latino	2019	["latin","hiphop"]
itunes-1048181445	Maluma	El Perdedor	Urbano latino	2015	["latin","hiphop"]
itunes-1523698843	Maluma	Hawái	Urbano latino	2020	["latin","hiphop"]
itunes-1423352367	Maluma	Mala Mía	Urbano latino	2018	["latin","hiphop"]
itunes-1377817359	Maluma	Corazón (feat. Nego do Borel)	Urbano latino	2017	["latin","hiphop"]
itunes-1048181449	Maluma	Sin Contrato	Urbano latino	2015	["latin","hiphop"]
